O_Purpose,D_Purpose,Distance,Travel_Time,Age_Group,Gender,License,HH_Size,Num_Student,Num_Driver,Num_Worker,Num_Vehicle,HH_Income,HH_Trips,TRAVEL_MODE
1,2,11.42181942,60,10,2,1,1,0,1,1,1,6,2,2
1,2,8.419749042,30,9,2,1,4,2,2,2,2,8,10,3
2,1,8.419749042,35,9,2,1,4,2,2,2,2,8,10,3
1,9,6.66307945,15,9,2,1,4,2,2,2,2,8,10,3
9,1,6.66307945,15,9,2,1,4,2,2,2,2,8,10,3
1,2,9.757935458,25,8,1,1,4,2,2,2,2,8,10,3
2,1,9.757935458,30,8,1,1,4,2,2,2,2,8,10,3
1,8,0.740457193,15,2,2,2,4,2,2,2,2,8,10,1
8,1,0.740457193,15,2,2,2,4,2,2,2,2,8,10,1
1,8,0.740457193,15,2,1,2,4,2,2,2,2,8,10,1
8,1,0.740457193,15,2,1,2,4,2,2,2,2,8,10,1
2,1,7.102267499,60,7,2,1,2,0,2,2,1,8,3,3
1,9,1.668532173,10,12,2,1,1,0,1,0,2,3,5,3
9,8,1.418262777,15,12,2,1,1,0,1,0,2,3,5,3
8,1,1.53869511,15,12,2,1,1,0,1,0,2,3,5,3
1,9,6.397649958,15,12,2,1,1,0,1,0,2,3,5,3
9,1,6.397649958,20,12,2,1,1,0,1,0,2,3,5,3
9,9,2.394271066,15,9,2,1,1,0,1,1,1,6,2,3
9,1,0.681535038,10,9,2,1,1,0,1,1,1,6,2,3
1,4,1.521167069,10,9,2,1,3,1,2,1,2,5,9,3
4,4,1.601807415,10,9,1,1,3,1,2,1,2,5,9,3
2,4,8.390466823,35,10,2,1,1,0,1,1,2,7,3,3
8,4,2.253487428,35,6,2,1,2,2,2,0,0,1,5,3
4,9,0.601051398,35,6,2,1,2,2,2,0,0,1,5,3
9,4,2.565419383,25,6,2,1,2,2,2,0,0,1,5,2
4,1,2.326843932,45,6,2,1,2,2,2,0,0,1,5,1
2,9,0.347102265,10,8,1,1,1,0,1,1,1,7,6,1
9,2,0.347102265,10,8,1,1,1,0,1,1,1,7,6,1
2,4,7.252855813,45,8,1,1,1,0,1,1,1,7,6,2
4,4,0.559323379,10,8,1,1,1,0,1,1,1,7,6,4
4,1,5.823041706,15,8,1,1,1,0,1,1,1,7,6,4
4,1,0.736211741,10,12,2,1,1,0,1,0,2,5,4,3
1,2,4.218351931,15,11,1,1,3,1,2,2,1,2,18,3
2,9,6.171381138,15,11,1,1,3,1,2,2,1,2,18,3
9,4,1.089460151,10,11,1,1,3,1,2,2,1,2,18,3
4,4,1.578310462,10,11,1,1,3,1,2,2,1,2,18,3
4,1,1.134484182,15,11,1,1,3,1,2,2,1,2,18,3
1,9,3.690671754,15,7,1,1,3,1,2,2,1,2,18,3
9,4,2.756341728,15,7,1,1,3,1,2,2,1,2,18,3
4,1,1.572961886,15,7,1,1,3,1,2,2,1,2,18,3
1,9,3.690671754,15,2,2,2,3,1,2,2,1,2,18,4
9,4,2.756341728,15,2,2,2,3,1,2,2,1,2,18,4
4,1,1.572961886,15,2,2,2,3,1,2,2,1,2,18,4
1,2,5.060015512,35,7,1,1,2,1,2,2,1,5,6,2
2,1,5.060015512,15,7,1,1,2,1,2,2,1,5,6,4
1,4,4.529871468,15,11,2,1,3,0,3,1,2,7,8,3
4,9,4.652627576,20,11,2,1,3,0,3,1,2,7,8,3
1,4,4.529871468,15,11,1,1,3,0,3,1,2,7,8,4
4,9,4.652627576,20,11,1,1,3,0,3,1,2,7,8,4
1,2,3.968862064,45,9,2,1,2,0,2,2,2,8,4,2
2,1,3.968862064,60,9,2,1,2,0,2,2,2,8,4,2
1,9,0.794,10,10,1,1,1,1,1,1,1,5,7,3
9,1,0.61,10,10,1,1,1,1,1,1,1,5,7,3
4,1,2.331,15,10,1,1,1,1,1,1,1,5,7,3
1,2,2.047376814,15,7,1,1,3,0,2,2,2,8,8,3
2,1,2.047376814,10,7,1,1,3,0,2,2,2,8,8,3
1,9,1.836697062,10,7,1,1,3,0,2,2,2,8,8,3
9,1,1.836697062,10,7,1,1,3,0,2,2,2,8,8,3
1,4,2.132764955,10,7,1,1,3,0,2,2,2,8,8,3
4,1,2.132764955,10,7,1,1,3,0,2,2,2,8,8,3
1,2,3.069668646,20,7,2,1,3,0,2,2,2,8,8,3
2,1,3.069668646,25,7,2,1,3,0,2,2,2,8,8,3
1,4,1.863325053,10,9,2,1,5,1,5,1,3,7,13,4
4,1,1.863325053,10,9,2,1,5,1,5,1,3,7,13,4
1,4,10.88558659,15,9,1,1,5,1,5,1,3,7,13,3
4,1,10.88558659,15,9,1,1,5,1,5,1,3,7,13,3
1,4,1.863325053,10,6,2,1,5,1,5,1,3,7,13,3
4,1,1.863325053,10,6,2,1,5,1,5,1,3,7,13,3
1,4,4.905096469,15,12,2,1,5,1,5,1,3,7,13,3
4,4,7.61226936,15,12,2,1,5,1,5,1,3,7,13,3
4,4,7.61226936,40,12,2,1,5,1,5,1,3,7,13,3
4,9,2.215209343,10,12,2,1,5,1,5,1,3,7,13,3
9,1,2.717620555,10,12,2,1,5,1,5,1,3,7,13,3
1,4,10.88558659,15,11,1,1,5,1,5,1,3,7,13,4
4,1,10.88558659,15,11,1,1,5,1,5,1,3,7,13,4
9,4,0.943919107,10,8,1,1,1,0,1,1,1,1,4,3
4,4,4.145620188,30,8,1,1,1,0,1,1,1,1,4,3
4,9,6.625833131,25,8,1,1,1,0,1,1,1,1,4,3
1,9,4.466006037,15,6,2,2,3,1,2,1,1,8,8,4
9,1,4.466006037,15,6,2,2,3,1,2,1,1,8,8,4
1,2,4.503614117,30,8,2,1,3,1,2,1,1,8,8,3
2,1,4.503614117,30,8,2,1,3,1,2,1,1,8,8,3
1,9,10.35713267,25,11,1,1,2,0,2,0,2,5,8,3
9,1,10.35713267,25,11,1,1,2,0,2,0,2,5,8,3
1,9,8.721582664,25,11,1,1,2,0,2,0,2,5,8,3
9,1,8.721582664,30,11,1,1,2,0,2,0,2,5,8,3
1,9,7.183249549,20,11,2,1,2,0,2,0,2,5,8,3
1,8,4.611,15,5,1,1,3,1,3,3,4,5,7,3
8,1,4.611,10,5,1,1,3,1,3,3,4,5,7,3
1,2,1.79,10,9,1,1,2,0,2,1,2,7,2,3
2,1,1.79,10,9,1,1,2,0,2,1,2,7,2,3
1,2,3.177529372,25,8,1,1,1,0,1,1,0,8,2,2
2,1,3.177529372,30,8,1,1,1,0,1,1,0,8,2,2
4,1,1.941941297,10,11,1,1,2,0,2,1,1,4,11,3
1,9,3.306716476,15,11,1,1,2,0,2,0,1,7,4,3
9,1,3.306716476,15,11,1,1,2,0,2,0,1,7,4,3
1,9,3.306716476,15,11,2,1,2,0,2,0,1,7,4,4
9,1,3.306716476,15,11,2,1,2,0,2,0,1,7,4,4
9,4,5.103,15,10,1,1,2,0,2,0,2,4,12,4
4,4,8.89,15,10,1,1,2,0,2,0,2,4,12,4
4,1,8.317,15,10,1,1,2,0,2,0,2,4,12,4
9,4,5.103,15,11,2,1,2,0,2,0,2,4,12,3
4,4,8.89,15,11,2,1,2,0,2,0,2,4,12,3
4,1,8.317,15,11,2,1,2,0,2,0,2,4,12,3
1,4,4.289,15,11,2,1,2,0,2,0,2,4,12,3
4,1,4.289,15,11,2,1,2,0,2,0,2,4,12,3
1,2,9.248919098,30,8,1,1,4,2,2,2,2,8,13,3
2,1,9.248919098,35,8,1,1,4,2,2,2,2,8,13,3
9,9,4.845813242,25,8,2,1,4,2,2,2,2,8,13,3
1,8,0.713447859,15,2,1,2,4,2,2,2,2,8,13,1
8,1,0.713447859,15,2,1,2,4,2,2,2,2,8,13,1
1,2,8.774201723,15,7,1,1,2,0,2,2,2,6,8,3
2,4,3.355703584,10,7,1,1,2,0,2,2,2,6,8,3
4,2,3.355703584,10,7,1,1,2,0,2,2,2,6,8,3
2,1,8.774201723,15,7,1,1,2,0,2,2,2,6,8,3
1,9,6.555904346,15,7,1,1,2,0,2,2,2,6,8,3
9,1,6.555904346,15,7,1,1,2,0,2,2,2,6,8,3
1,2,11.36062533,15,7,1,1,2,0,2,2,2,6,8,3
2,1,11.36062533,15,7,1,1,2,0,2,2,2,6,8,3
1,2,0.75934768,20,8,1,1,1,0,1,1,1,8,5,1
9,1,0.606057904,15,8,1,1,1,0,1,1,1,8,5,1
9,9,1.643163425,10,11,2,1,2,0,1,0,2,8,16,3
9,4,1.233174066,10,11,2,1,2,0,1,0,2,8,16,3
4,4,8.021803369,15,11,2,1,2,0,1,0,2,8,16,3
1,9,8.966927712,20,10,1,2,2,0,1,0,2,8,16,4
9,4,1.233174066,10,10,1,2,2,0,1,0,2,8,16,4
4,4,8.021803369,15,10,1,2,2,0,1,0,2,8,16,4
2,9,3.434532272,25,10,1,1,2,0,1,2,1,8,5,3
1,9,2.453996659,10,8,1,1,1,0,1,0,1,4,6,3
9,1,2.453996659,10,8,1,1,1,0,1,0,1,4,6,3
1,9,3.066090023,20,8,1,1,1,0,1,0,1,4,6,3
9,1,3.066090023,20,8,1,1,1,0,1,0,1,4,6,3
1,4,2.143229883,15,8,1,1,1,0,1,0,1,4,6,3
4,1,2.143229883,15,8,1,1,1,0,1,0,1,4,6,3
1,9,2.747436109,10,9,1,1,3,1,3,3,4,8,11,3
9,1,2.747436109,15,9,1,1,3,1,3,3,4,8,11,3
1,9,2.676070852,10,9,1,1,3,1,3,3,4,8,11,3
9,1,2.676070852,10,9,1,1,3,1,3,3,4,8,11,3
9,1,2.205634453,15,9,2,1,3,1,3,3,4,8,11,3
1,2,5.832839656,25,11,1,1,1,0,1,1,1,5,3,3
1,4,2.979035251,25,10,1,1,2,0,2,1,2,7,14,3
4,4,9.574097506,20,10,1,1,2,0,2,1,2,7,14,3
4,4,2.478098662,15,10,1,1,2,0,2,1,2,7,14,3
4,4,2.138365106,20,10,1,1,2,0,2,1,2,7,14,3
4,1,7.171541298,20,10,1,1,2,0,2,1,2,7,14,3
1,9,1.151328235,30,10,1,1,2,0,2,1,2,7,14,3
4,1,1.439927107,10,10,1,1,2,0,2,1,2,7,14,3
2,4,0.325510176,40,10,2,1,2,0,2,1,2,7,14,1
4,2,0.325510176,10,10,2,1,2,0,2,1,2,7,14,1
1,2,3.63791281,25,7,1,1,2,0,2,2,1,7,2,2
2,1,3.63791281,25,7,1,1,2,0,2,2,1,7,2,2
1,2,2.88947742,25,7,2,1,4,1,2,1,1,6,13,2
2,1,2.88947742,15,7,2,1,4,1,2,1,1,6,13,2
1,9,2.232448032,10,7,1,1,4,1,2,1,1,6,13,3
9,4,1.063000866,10,7,1,1,4,1,2,1,1,6,13,3
4,1,1.170906247,15,7,1,1,4,1,2,1,1,6,13,3
1,9,2.232448032,10,1,2,2,4,1,2,1,1,6,13,4
9,4,1.063000866,10,1,2,2,4,1,2,1,1,6,13,4
4,1,1.170906247,15,1,2,2,4,1,2,1,1,6,13,4
1,9,2.232448032,10,1,2,2,4,1,2,1,1,6,13,4
9,4,1.063000866,10,1,2,2,4,1,2,1,1,6,13,4
4,1,1.170906247,15,1,2,2,4,1,2,1,1,6,13,4
1,2,2.666361187,35,7,2,1,1,0,1,1,1,5,4,2
2,1,2.666361187,30,7,2,1,1,0,1,1,1,5,4,2
4,4,2.471878797,10,10,2,1,3,0,3,2,3,8,9,3
4,1,2.147313254,10,10,2,1,3,0,3,2,3,8,9,3
1,4,2.627436527,15,7,2,1,2,0,2,1,2,6,4,3
4,1,2.627436527,15,7,2,1,2,0,2,1,2,6,4,3
1,4,3.893845534,10,11,1,1,2,0,2,1,4,8,4,3
4,1,3.893845534,15,11,1,1,2,0,2,1,4,8,4,3
1,4,2.506088983,45,10,2,1,2,0,2,1,4,8,4,3
4,1,2.506088983,15,10,2,1,2,0,2,1,4,8,4,3
1,8,6.109627274,15,6,2,1,3,1,3,2,4,8,11,3
8,4,5.197544181,20,6,2,1,3,1,3,2,4,8,11,3
1,2,7.136627074,45,8,1,1,1,0,1,1,2,6,4,2
2,1,7.136627074,60,8,1,1,1,0,1,1,2,6,4,2
1,4,11.60132301,35,11,2,1,2,1,2,1,3,8,9,3
4,1,11.60132301,25,11,2,1,2,1,2,1,3,8,9,3
1,9,1.804501624,10,11,2,1,2,1,2,1,3,8,9,3
9,1,1.804501624,10,11,2,1,2,1,2,1,3,8,9,3
1,9,3.614261642,10,11,1,1,2,1,2,1,3,8,9,3
4,1,3.625053517,15,11,1,1,2,1,2,1,3,8,9,3
4,1,3.277476623,15,10,2,1,2,0,2,2,3,8,5,3
1,2,7.372053481,20,10,1,1,3,1,3,2,3,8,6,3
2,1,7.372053481,20,10,1,1,3,1,3,2,3,8,6,3
1,2,7.210367702,20,10,2,1,3,1,3,2,3,8,6,3
2,1,7.210367702,25,10,2,1,3,1,3,2,3,8,6,3
1,8,6.326,25,10,1,1,2,0,2,0,2,7,7,3
8,9,6.799,25,10,1,1,2,0,2,0,2,7,7,3
1,9,7.019,25,10,1,1,2,0,2,0,2,7,7,3
9,1,7.019,45,10,1,1,2,0,2,0,2,7,7,3
4,1,2.427170505,10,10,1,1,2,0,2,2,2,4,15,3
1,9,2.887856013,15,10,1,1,2,0,2,2,2,4,15,3
9,4,1.762602598,10,10,1,1,2,0,2,2,2,4,15,3
4,1,3.228701305,15,10,1,1,2,0,2,2,2,4,15,3
4,1,2.427170505,15,10,1,1,2,0,2,2,2,4,15,3
1,9,1.615842736,10,10,2,1,2,0,2,2,2,4,15,4
9,4,2.189230053,10,10,2,1,2,0,2,2,2,4,15,4
4,1,2.427170505,10,10,2,1,2,0,2,2,2,4,15,4
1,9,1.615842736,10,10,2,1,2,0,2,2,2,4,15,4
9,4,2.189230053,10,10,2,1,2,0,2,2,2,4,15,4
4,1,2.427170505,15,10,2,1,2,0,2,2,2,4,15,4
1,4,1.584071775,10,10,1,1,2,0,2,2,2,6,11,4
4,1,1.584071775,10,10,1,1,2,0,2,2,2,6,11,4
1,4,1.584071775,10,10,2,1,2,0,2,2,2,6,11,3
4,1,1.584071775,10,10,2,1,2,0,2,2,2,6,11,3
1,2,9.684836437,35,7,2,1,3,2,2,2,2,7,12,3
2,9,4.700847895,15,7,1,1,3,2,2,2,2,7,12,3
4,1,4.518436945,20,7,1,1,3,2,2,2,2,7,12,3
1,9,1.209109494,10,12,2,1,2,0,2,0,3,8,3,3
9,1,1.704779128,10,12,2,1,2,0,2,0,3,8,3,3
4,4,2.529,15,10,1,1,2,0,2,0,1,4,9,3
4,4,2.268,15,10,1,1,2,0,2,0,1,4,9,3
1,2,2.595,15,11,2,1,2,0,2,0,1,4,9,3
2,1,2.595,20,11,2,1,2,0,2,0,1,4,9,3
1,9,4.844966831,15,10,1,1,3,1,2,1,3,7,10,3
9,4,4.903903256,15,10,1,1,3,1,2,1,3,7,10,3
1,4,5.103554999,15,11,2,1,3,1,2,1,3,7,10,3
4,1,5.103554999,15,11,2,1,3,1,2,1,3,7,10,3
1,9,4.844966831,15,4,1,2,3,1,2,1,3,7,10,4
9,4,4.903903256,15,4,1,2,3,1,2,1,3,7,10,4
1,4,5.103554999,15,4,1,2,3,1,2,1,3,7,10,4
4,1,5.103554999,15,4,1,2,3,1,2,1,3,7,10,4
1,4,1.712549123,10,11,1,1,2,0,2,2,2,8,7,3
9,4,1.072702714,10,11,1,1,2,0,2,2,2,8,7,3
1,2,5.199683236,20,11,2,1,2,0,2,2,2,8,7,3
2,1,5.199683236,30,11,2,1,2,0,2,2,2,8,7,3
1,9,2.027862919,15,11,2,1,2,0,2,1,2,3,3,3
1,9,3.958461851,30,7,2,1,6,0,6,6,3,8,3,1
1,2,0.531269136,10,11,1,1,2,0,2,1,1,2,2,1
2,1,0.531269136,10,11,1,1,2,0,2,1,1,2,2,1
1,9,9.043122448,40,8,2,1,6,3,4,2,4,7,13,3
4,1,9.394810382,25,8,2,1,6,3,4,2,4,7,13,3
1,9,9.043122448,35,2,1,2,6,3,4,2,4,7,13,4
9,1,9.043122448,40,2,1,2,6,3,4,2,4,7,13,4
1,4,2.866297979,15,11,2,1,2,0,2,0,2,8,4,3
4,1,2.866297979,30,11,2,1,2,0,2,0,2,8,4,3
1,4,2.866297979,15,11,1,1,2,0,2,0,2,8,4,4
4,1,2.866297979,30,11,1,1,2,0,2,0,2,8,4,4
1,2,5.167011259,60,10,1,1,2,0,2,2,1,8,4,2
2,1,5.167011259,60,10,1,1,2,0,2,2,1,8,4,2
1,2,4.385627181,30,10,2,1,2,0,2,2,1,8,4,2
2,1,4.385627181,30,10,2,1,2,0,2,2,1,8,4,2
9,4,4.17,15,8,1,1,4,2,2,1,2,7,16,3
4,4,1.982,10,8,1,1,4,2,2,1,2,7,16,3
4,9,8.687027138,30,7,1,1,3,1,2,1,2,7,10,3
9,1,7.696608762,30,7,1,1,3,1,2,1,2,7,10,3
4,9,8.687027138,30,1,1,2,3,1,2,1,2,7,10,4
9,1,7.696608762,30,1,1,2,3,1,2,1,2,7,10,4
1,2,10.14360787,15,7,2,1,1,0,1,1,1,6,4,3
2,1,10.14360787,20,7,2,1,1,0,1,1,1,6,4,3
1,4,8.220608933,20,9,1,1,1,0,1,1,1,8,4,3
4,1,8.220608933,20,9,1,1,1,0,1,1,1,8,4,3
4,4,2.211,40,9,1,1,3,1,1,1,1,1,15,4
4,4,5.04,30,9,1,1,3,1,1,1,1,1,15,4
4,1,7.384,30,9,1,1,3,1,1,1,1,1,15,4
4,4,2.211,40,9,2,2,3,1,1,1,1,1,15,4
4,1,7.384,30,4,2,2,3,1,1,1,1,1,15,4
8,9,3.741972511,15,2,2,2,3,2,1,1,2,8,10,4
1,2,8.468601859,20,7,1,1,2,2,2,2,2,6,6,3
2,1,8.468601859,20,7,1,1,2,2,2,2,2,6,6,3
1,2,11.61250994,40,9,1,1,1,0,1,1,1,6,2,2
2,1,11.61250994,40,9,1,1,1,0,1,1,1,6,2,2
1,9,9.061424582,15,7,2,1,3,1,2,2,4,5,13,4
9,1,9.061424582,15,7,2,1,3,1,2,2,4,5,13,4
1,9,9.061424582,15,2,2,2,3,1,2,2,4,5,13,4
9,1,9.061424582,15,2,2,2,3,1,2,2,4,5,13,4
1,9,4.138,15,11,1,1,1,0,1,1,1,4,5,3
4,1,3.625,15,11,1,1,1,0,1,1,1,4,5,3
1,2,2.319581124,30,7,2,1,1,0,1,1,1,5,8,2
2,1,2.319581124,30,7,2,1,1,0,1,1,1,5,8,2
1,9,7.100075432,55,7,2,1,1,0,1,1,1,5,8,2
9,9,5.449448222,60,7,2,1,1,0,1,1,1,5,8,2
9,1,0.664413236,20,7,2,1,1,0,1,1,1,5,8,1
2,4,0.666834027,15,6,2,2,4,0,1,1,2,1,6,4
4,2,0.666834027,20,6,2,2,4,0,1,1,2,1,6,4
2,9,7.929886521,30,6,2,2,4,0,1,1,2,1,6,4
1,2,6.213824871,10,7,2,1,3,0,2,1,2,5,3,3
2,4,1.357118355,10,7,2,1,3,0,2,1,2,5,3,3
4,1,7.313037765,20,7,2,1,3,0,2,1,2,5,3,3
1,9,2.593496113,20,11,1,1,2,0,2,0,1,7,2,3
9,1,2.593496113,15,11,1,1,2,0,2,0,1,7,2,3
1,2,6.636310292,25,7,1,1,1,0,1,1,1,5,3,3
2,4,1.363954128,20,7,1,1,1,0,1,1,1,5,3,3
4,1,5.317051516,45,7,1,1,1,0,1,1,1,5,3,3
1,9,7.037013231,35,12,1,1,2,0,2,0,1,4,2,2
9,1,7.037013231,35,12,1,1,2,0,2,0,1,4,2,2
1,2,9.709281452,20,7,1,1,4,3,2,2,2,2,12,3
2,1,9.709281452,20,7,1,1,4,3,2,2,2,2,12,3
1,4,7.893661501,35,7,1,1,4,3,2,2,2,2,12,4
4,4,7.67614441,30,7,1,1,4,3,2,2,2,2,12,4
4,4,1.578729179,10,7,1,1,4,3,2,2,2,2,12,4
1,4,7.893661501,35,7,2,1,4,3,2,2,2,2,12,3
4,4,7.67614441,30,7,2,1,4,3,2,2,2,2,12,3
4,4,1.578729179,10,7,2,1,4,3,2,2,2,2,12,3
8,9,4.63852642,15,4,1,2,4,3,1,1,1,7,13,4
4,9,3.363945168,100,12,2,2,1,0,0,0,0,2,5,2
9,9,2.576253632,55,12,2,2,1,0,0,0,0,2,5,2
9,4,1.728041089,25,12,2,2,1,0,0,0,0,2,5,2
4,1,1.993251869,30,12,2,2,1,0,0,0,0,2,5,2
1,2,7.800742596,20,8,2,1,1,0,1,1,1,7,3,3
4,1,6.186555415,35,8,2,1,1,0,1,1,1,7,3,3
1,2,1.935851882,30,7,1,1,2,0,2,2,0,6,6,2
2,1,1.935851882,30,7,1,1,2,0,2,2,0,6,6,2
1,9,1.717965693,30,7,1,1,2,0,2,2,0,6,6,2
9,1,1.717965693,35,7,1,1,2,0,2,2,0,6,6,1
1,9,1.717965693,30,6,1,1,2,0,2,2,0,6,6,2
9,1,1.717965693,35,6,1,1,2,0,2,2,0,6,6,1
1,4,5.202587403,15,9,1,1,3,1,2,2,2,7,11,3
4,1,5.202587403,15,9,1,1,3,1,2,2,2,7,11,3
1,9,6.362762082,15,4,2,2,3,1,2,2,2,7,11,4
9,1,6.362762082,15,4,2,2,3,1,2,2,2,7,11,4
1,9,11.42902447,30,12,1,2,2,0,1,0,3,6,10,4
4,1,0.726864631,10,12,1,2,2,0,1,0,3,6,10,4
1,9,11.42902447,30,12,2,1,2,0,1,0,3,6,10,3
4,1,0.726864631,10,12,2,1,2,0,1,0,3,6,10,3
4,1,5.205,15,11,2,1,1,0,1,1,1,8,3,3
2,4,2.619863494,15,8,1,1,1,0,1,1,1,6,3,3
1,9,1.751540408,10,11,2,1,2,0,2,0,1,6,5,3
1,4,1.167114204,10,11,2,1,2,0,2,0,1,6,5,3
4,1,1.167114204,10,11,2,1,2,0,2,0,1,6,5,3
1,2,12.0796789,30,9,2,1,4,2,2,1,2,8,8,3
2,1,12.0796789,35,9,2,1,4,2,2,1,2,8,8,3
1,4,1.149021417,10,8,2,1,4,2,2,1,2,8,8,3
4,1,1.149021417,10,8,2,1,4,2,2,1,2,8,8,3
1,9,2.479832955,15,8,1,1,3,1,2,2,3,6,10,3
9,4,1.640690402,10,8,1,1,3,1,2,2,3,6,10,3
9,1,3.695991539,15,8,1,1,3,1,2,2,3,6,10,3
9,1,3.695991539,15,1,1,2,3,1,2,2,3,6,10,4
1,2,10.885,20,7,2,1,2,0,2,2,3,6,8,3
2,1,10.885,35,7,2,1,2,0,2,2,3,6,8,3
1,9,2.959,10,7,2,1,2,0,2,2,3,6,8,3
9,4,1.971,10,7,2,1,2,0,2,2,3,6,8,3
4,1,1.824,10,7,2,1,2,0,2,2,3,6,8,3
1,2,5.009474887,40,9,2,1,1,0,1,1,1,7,8,2
2,1,5.009474887,45,9,2,1,1,0,1,1,1,7,8,2
1,4,2.879860778,15,9,2,1,1,0,1,1,1,7,8,4
4,1,2.879860778,15,9,2,1,1,0,1,1,1,7,8,4
1,9,2.939,20,7,2,1,3,1,2,1,2,6,10,3
9,1,2.939,15,7,2,1,3,1,2,1,2,6,10,3
1,9,2.939,20,2,2,2,3,1,2,1,2,6,10,4
9,1,2.939,15,2,2,2,3,1,2,1,2,6,10,4
4,9,5.982073065,10,11,1,1,1,0,1,0,1,6,2,3
1,2,0.541,10,6,1,1,3,0,3,3,3,5,7,3
2,1,0.541,30,6,1,1,3,0,3,3,3,5,7,3
2,4,2.146,15,6,1,1,3,0,3,3,3,5,7,3
4,1,2.685,10,6,1,1,3,0,3,3,3,5,7,3
1,2,9.955,20,9,2,1,3,0,3,3,3,5,7,3
2,1,9.955,25,9,2,1,3,0,3,3,3,5,7,3
4,9,0.486380537,10,11,1,1,1,0,1,0,1,4,6,3
4,1,6.986829997,25,11,1,1,1,0,1,0,1,4,6,3
1,2,8.939796303,30,9,1,1,1,0,1,1,1,4,9,3
2,4,3.262286844,15,9,1,1,1,0,1,1,1,4,9,3
4,1,5.964357435,15,9,1,1,1,0,1,1,1,4,9,3
4,9,2.166037225,15,9,1,1,1,0,1,1,1,4,9,3
9,1,3.835038239,10,9,1,1,1,0,1,1,1,4,9,3
1,2,10.11822123,15,8,2,1,3,1,2,2,2,8,9,3
2,4,5.019997306,10,8,2,1,3,1,2,2,2,8,9,3
4,1,5.098245902,10,8,2,1,3,1,2,2,2,8,9,3
1,2,9.714921623,20,8,1,1,3,1,2,2,2,8,9,3
4,1,6.631771457,10,8,1,1,3,1,2,2,2,8,9,3
1,9,8.208,20,10,2,1,2,0,2,2,3,8,6,3
9,1,8.208,20,10,2,1,2,0,2,2,3,8,6,3
1,9,8.06141024,30,10,1,1,1,0,1,1,2,8,2,3
9,1,8.06141024,30,10,1,1,1,0,1,1,2,8,2,3
1,9,3.589889846,80,9,1,1,2,0,2,1,1,7,12,2
9,4,1.243343663,20,9,1,1,2,0,2,1,1,7,12,1
4,9,3.705624537,75,9,1,1,2,0,2,1,1,7,12,1
9,1,7.947415236,30,9,1,1,2,0,2,1,1,7,12,3
1,9,0.992299961,15,9,1,1,2,0,2,1,1,7,12,3
9,1,0.992299961,15,9,1,1,2,0,2,1,1,7,12,3
1,2,7.947416729,35,8,2,1,2,0,2,1,1,7,12,3
2,1,7.947415236,30,8,2,1,2,0,2,1,1,7,12,3
1,2,7.947416729,30,8,2,1,2,0,2,1,1,7,12,4
2,1,7.947415236,10,8,2,1,2,0,2,1,1,7,12,4
1,9,0.992299961,15,8,2,1,2,0,2,1,1,7,12,4
9,1,0.992299961,15,8,2,1,2,0,2,1,1,7,12,4
1,4,0.581127449,15,10,2,1,2,0,2,0,3,5,8,1
4,1,0.581127449,15,10,2,1,2,0,2,0,3,5,8,1
1,4,3.242182655,10,10,2,1,2,0,2,0,3,5,8,3
4,4,2.685936059,15,10,2,1,2,0,2,0,3,5,8,3
4,1,2.542193009,10,10,2,1,2,0,2,0,3,5,8,3
1,4,3.242182655,10,11,1,1,2,0,2,0,3,5,8,4
4,4,2.685936059,15,11,1,1,2,0,2,0,3,5,8,4
4,1,2.542193009,10,11,1,1,2,0,2,0,3,5,8,4
1,9,0.892819952,10,10,1,1,1,0,1,1,1,5,2,3
9,1,0.892819952,10,10,1,1,1,0,1,1,1,5,2,3
4,4,0.461,10,10,2,1,2,0,2,2,3,8,12,3
4,1,7.668,20,10,2,1,2,0,2,2,3,8,12,3
4,1,7.577,20,9,1,1,2,0,2,2,3,8,12,3
2,9,0.302621778,15,7,1,1,3,2,1,2,1,6,21,1
9,2,0.302621778,10,7,1,1,3,2,1,2,1,6,21,1
2,9,7.180009098,50,7,1,1,3,2,1,2,1,6,21,3
1,4,4.459332634,20,6,2,2,3,2,1,2,1,6,21,4
4,4,1.729063452,20,6,2,2,3,2,1,2,1,6,21,4
4,1,3.529419405,15,6,2,2,3,2,1,2,1,6,21,4
1,8,0.878962673,10,2,2,2,3,2,1,2,1,6,21,4
8,1,0.878962673,10,2,2,2,3,2,1,2,1,6,21,4
1,2,8.063310977,50,7,1,1,2,0,2,2,1,8,5,2
2,1,8.063310977,55,7,1,1,2,0,2,2,1,8,5,2
1,2,6.60221597,40,7,2,1,2,0,2,2,1,8,5,2
2,4,6.438486961,30,7,2,1,2,0,2,2,1,8,5,2
4,1,2.343240293,15,7,2,1,2,0,2,2,1,8,5,3
1,9,1.430477898,10,12,1,1,1,0,1,0,2,2,5,3
9,9,0.99408071,10,12,1,1,1,0,1,0,2,2,5,3
1,4,3.153628489,10,12,1,1,1,0,1,0,2,2,5,4
4,1,3.153628489,10,12,1,1,1,0,1,0,2,2,5,4
1,4,6.104952566,15,10,1,1,1,0,1,0,1,8,5,3
4,1,6.142210142,15,10,1,1,1,0,1,0,1,8,5,3
1,4,3.09,10,11,2,1,2,0,2,0,2,5,5,3
4,1,3.09,10,11,2,1,2,0,2,0,2,5,5,3
1,9,2.134,10,11,1,1,2,0,2,0,2,5,5,3
