O_Purpose,D_Purpose,Distance,Travel_Time,Age_Group,Gender,License,HH_Size,Num_Student,Num_Driver,Num_Worker,Num_Vehicle,HH_Income,HH_Trips,TRAVEL_MODE
1,2,0.60096135,15,7,1,1,2,0,2,2,0,8,9,1
2,4,2.491685018,25,7,1,1,2,0,2,2,0,8,9,4
1,9,6.510099995,30,10,2,1,3,1,3,2,3,7,10,3
4,1,1.011499994,40,10,2,1,3,1,3,2,3,7,10,3
1,2,5.90526752,10,10,1,1,3,1,3,2,3,7,10,3
2,1,5.90526752,60,10,1,1,3,1,3,2,3,7,10,4
1,4,2.301312608,15,8,1,1,2,0,2,2,2,8,7,3
4,4,2.120966967,10,8,1,1,2,0,2,2,2,8,7,3
4,1,3.207743822,15,8,1,1,2,0,2,2,2,8,7,3
1,9,3.877672272,20,10,1,1,1,0,1,1,1,7,2,3
1,4,3.69475426,20,7,1,1,1,0,1,1,0,5,4,2
2,4,3.514321873,30,7,1,1,1,0,1,1,0,5,4,2
9,4,0.865630768,25,12,2,1,1,0,1,0,0,1,7,1
4,9,1.09766491,90,12,2,1,1,0,1,0,0,1,7,1
9,1,0.850633121,20,12,2,1,1,0,1,0,0,1,7,1
1,2,7.353278317,60,7,1,1,1,0,1,1,0,5,3,2
2,9,1.242279994,40,7,1,1,1,0,1,1,0,5,3,2
9,1,6.333961993,60,7,1,1,1,0,1,1,0,5,3,2
1,2,2.234172594,10,10,2,1,2,0,2,2,4,7,7,3
2,9,0.512005343,15,10,2,1,2,0,2,2,4,7,7,3
9,9,2.007873214,20,10,2,1,2,0,2,2,4,7,7,3
9,4,2.191362827,15,10,2,1,2,0,2,2,4,7,7,3
4,1,2.755616328,10,10,2,1,2,0,2,2,4,7,7,3
1,9,6.825968237,20,12,1,1,2,0,2,0,2,8,7,3
4,1,8.236665378,20,12,1,1,2,0,2,0,2,8,7,3
1,9,8.181186702,15,11,2,1,2,0,2,0,2,8,7,3
9,4,0.80136059,10,11,2,1,2,0,2,0,2,8,7,3
4,1,7.427943638,10,11,2,1,2,0,2,0,2,8,7,3
1,2,0.451044728,10,9,2,1,3,1,2,2,2,3,12,1
1,9,7.015754879,25,11,2,1,2,0,2,1,4,7,6,3
9,1,7.015754879,30,11,2,1,2,0,2,1,4,7,6,3
1,4,5.246096479,20,10,1,1,2,0,2,1,4,7,6,3
4,2,1.268670909,15,10,1,1,2,0,2,1,4,7,6,3
2,4,1.063872615,20,10,1,1,2,0,2,1,4,7,6,3
4,1,5.430906701,20,10,1,1,2,0,2,1,4,7,6,3
1,4,2.405705489,10,10,1,1,2,1,2,0,3,7,9,3
4,1,2.31175894,10,10,1,1,2,1,2,0,3,7,9,3
1,9,1.613440014,10,10,1,1,2,1,2,0,3,7,9,3
9,1,1.613440014,10,10,1,1,2,1,2,0,3,7,9,3
1,4,4.140742434,15,10,2,1,2,1,2,0,3,7,9,3
9,1,4.019384997,15,10,2,1,2,1,2,0,3,7,9,3
9,9,1.939145744,10,8,1,1,2,0,2,2,1,8,18,3
9,9,1.44733543,10,8,1,1,2,0,2,2,1,8,18,3
1,9,8.332412413,20,8,1,1,2,0,2,2,1,8,18,3
9,4,4.231143457,20,8,1,1,2,0,2,2,1,8,18,3
4,9,2.803437052,10,8,1,1,2,0,2,2,1,8,18,3
4,1,9.679413542,20,8,1,1,2,0,2,2,1,8,18,3
2,1,4.664250958,10,9,2,1,2,0,2,2,1,8,18,3
1,9,8.332412413,20,9,2,1,2,0,2,2,1,8,18,4
9,4,4.231143457,20,9,2,1,2,0,2,2,1,8,18,4
4,9,2.803437052,10,9,2,1,2,0,2,2,1,8,18,4
4,1,9.679413542,20,9,2,1,2,0,2,2,1,8,18,4
1,4,2.931,15,8,1,1,1,0,1,1,2,5,8,3
4,1,3.012,10,8,1,1,1,0,1,1,2,5,8,3
1,4,3.414,10,8,1,1,1,0,1,1,2,5,8,3
9,4,3.553,15,8,1,1,1,0,1,1,2,5,8,3
4,1,3.414,15,8,1,1,1,0,1,1,2,5,8,3
4,4,2.172985769,10,9,1,1,1,0,1,1,1,4,5,3
4,9,1.601095908,20,9,1,1,1,0,1,1,1,4,5,3
9,1,1.561842242,20,9,1,1,1,0,1,1,1,4,5,3
1,9,2.368514791,10,11,1,1,1,0,1,1,1,7,6,3
9,1,2.368514791,10,11,1,1,1,0,1,1,1,7,6,3
1,2,3.075879839,20,9,1,1,1,0,1,1,1,8,5,3
2,4,0.754884258,15,9,1,1,1,0,1,1,1,8,5,3
4,1,2.64927088,20,9,1,1,1,0,1,1,1,8,5,3
1,2,5.522240663,20,9,1,1,5,3,2,2,2,8,10,3
2,1,5.522240663,20,9,1,1,5,3,2,2,2,8,10,3
1,2,10.97397251,35,7,1,1,2,1,2,2,1,8,3,3
2,4,0.736523325,15,7,1,1,2,1,2,2,1,8,3,3
4,1,11.71034973,30,7,1,1,2,1,2,2,1,8,3,3
4,1,4.526,15,7,1,1,4,3,1,0,1,5,16,3
4,1,4.526,15,2,1,2,4,3,1,0,1,5,16,4
2,9,4.20023427,20,10,2,1,2,0,2,2,3,8,7,3
4,1,1.709304422,10,10,2,1,2,0,2,2,3,8,7,3
1,4,0.999759766,10,10,1,1,2,0,2,2,3,8,7,3
4,4,2.438683337,10,10,1,1,2,0,2,2,3,8,7,3
4,1,2.448429399,10,10,1,1,2,0,2,2,3,8,7,3
1,2,7.444034516,55,8,1,1,3,0,3,3,1,8,9,2
2,1,7.444034516,50,8,1,1,3,0,3,3,1,8,9,2
1,2,5.276267275,25,7,1,1,3,0,3,3,1,8,9,3
2,1,5.276267275,30,7,1,1,3,0,3,3,1,8,9,3
1,4,5.068633517,20,7,1,1,3,0,3,3,1,8,9,2
4,9,0.585714284,15,7,1,1,3,0,3,3,1,8,9,1
1,2,10.378,30,7,2,1,2,0,2,2,2,8,10,4
2,1,10.378,40,7,2,1,2,0,2,2,2,8,10,3
1,2,9.315728552,60,7,2,1,3,1,2,2,2,7,12,2
2,1,9.315728552,60,7,2,1,3,1,2,2,2,7,12,2
1,4,0.837293595,10,7,2,1,3,1,2,2,2,7,12,3
4,1,0.837293595,10,7,2,1,3,1,2,2,2,7,12,3
1,4,0.837293595,10,7,1,1,3,1,2,2,2,7,12,4
4,1,0.837293595,10,7,1,1,3,1,2,2,2,7,12,4
1,4,0.837293595,10,1,2,2,3,1,2,2,2,7,12,4
4,1,0.837293595,10,1,2,2,3,1,2,2,2,7,12,4
1,2,1.450519211,30,10,1,1,1,0,1,1,0,5,6,2
2,9,0.491750404,15,10,1,1,1,0,1,1,0,5,6,1
9,9,2.165451825,30,10,1,1,1,0,1,1,0,5,6,2
9,1,3.392434531,30,10,1,1,1,0,1,1,0,5,6,2
1,4,3.402472404,20,10,2,1,2,0,2,1,2,8,4,4
4,1,3.402472404,15,10,2,1,2,0,2,1,2,8,4,4
1,4,3.402472404,20,10,1,1,2,0,2,1,2,8,4,3
4,1,3.402472404,15,10,1,1,2,0,2,1,2,8,4,3
4,1,8.921497414,30,9,1,1,2,1,1,1,1,6,5,3
4,1,0.95166491,10,10,2,1,2,0,2,1,2,5,7,3
1,9,0.95166491,10,10,2,1,2,0,2,1,2,5,7,3
9,1,0.95166491,15,10,2,1,2,0,2,1,2,5,7,3
1,4,4.045457567,15,10,2,1,2,0,2,1,2,5,7,3
4,1,4.045457567,15,10,2,1,2,0,2,1,2,5,7,3
1,2,3.112772327,15,9,2,1,4,2,2,2,2,7,7,3
2,1,3.112772327,15,9,2,1,4,2,2,2,2,7,7,3
9,1,9.663722185,20,8,1,1,2,0,2,2,2,6,4,3
1,2,10.95758305,50,10,1,1,2,0,2,2,2,7,4,3
2,1,10.95758305,65,10,1,1,2,0,2,2,2,7,4,3
1,4,4.819809412,15,13,1,1,1,0,1,0,1,2,6,3
4,1,4.819809412,15,13,1,1,1,0,1,0,1,2,6,3
1,4,3.530381457,15,13,1,1,1,0,1,0,1,2,6,3
4,1,3.530381457,15,13,1,1,1,0,1,0,1,2,6,3
1,2,3.620874535,10,13,1,1,1,0,1,0,1,2,6,3
2,1,3.620874535,10,13,1,1,1,0,1,0,1,2,6,3
9,1,4.931903858,50,7,1,1,2,0,2,0,2,5,1,3
4,1,2.400098394,10,10,1,1,2,0,2,2,2,8,5,3
1,4,6.690731593,25,11,1,1,2,0,2,1,3,7,5,3
4,9,3.258918698,20,11,1,1,2,0,2,1,3,7,5,3
9,1,9.308266302,35,11,1,1,2,0,2,1,3,7,5,3
1,9,5.036538622,25,11,2,1,2,0,2,1,3,7,5,3
9,1,5.036538622,20,11,2,1,2,0,2,1,3,7,5,3
1,4,10.45532153,20,9,1,1,6,3,4,3,2,8,28,4
4,9,11.12635213,25,9,1,1,6,3,4,3,2,8,28,4
9,1,10.56580192,35,9,1,1,6,3,4,3,2,8,28,3
1,4,3.371452901,10,9,1,1,6,3,4,3,2,8,28,3
9,1,3.606305943,10,9,1,1,6,3,4,3,2,8,28,3
1,4,10.45532153,20,9,2,1,6,3,4,3,2,8,28,3
1,4,3.371452901,10,6,1,1,6,3,4,3,2,8,28,4
9,1,3.606305943,10,6,1,1,6,3,4,3,2,8,28,4
1,8,1.73732766,10,5,1,1,6,3,4,3,2,8,28,3
1,2,5.026052812,10,5,1,1,6,3,4,3,2,8,28,3
2,1,5.026052812,30,5,1,1,6,3,4,3,2,8,28,3
4,9,2.205557934,25,5,1,1,6,3,4,3,2,8,28,3
9,1,2.39952208,10,5,1,1,6,3,4,3,2,8,28,3
1,8,1.73732766,10,4,1,2,6,3,4,3,2,8,28,4
8,4,4.071653724,15,4,1,2,6,3,4,3,2,8,28,4
4,9,2.205557934,25,4,1,2,6,3,4,3,2,8,28,4
9,1,2.39952208,10,4,1,2,6,3,4,3,2,8,28,4
1,2,7.472959954,30,11,1,1,1,0,1,1,1,5,2,3
2,1,7.472959954,45,11,1,1,1,0,1,1,1,5,2,3
1,9,10.63323543,30,9,2,1,1,0,1,0,1,1,5,3
9,9,10.14690231,30,9,2,1,1,0,1,0,1,1,5,3
9,1,5.3137981,20,9,2,1,1,0,1,0,1,1,5,3
1,4,10.21392446,25,9,2,1,1,0,1,0,1,1,5,3
4,1,10.21392446,15,9,2,1,1,0,1,0,1,1,5,3
1,2,0.565135984,15,9,1,1,1,0,1,1,0,7,5,1
2,1,0.565135984,15,9,1,1,1,0,1,1,0,7,5,1
1,4,0.321948213,10,9,1,1,1,0,1,1,0,7,5,1
1,2,5.465,10,11,2,1,2,0,2,2,2,6,8,3
2,1,5.465,10,11,2,1,2,0,2,2,2,6,8,3
1,9,2.591337631,10,11,1,1,2,0,2,0,2,7,11,3
9,1,2.264259348,10,11,1,1,2,0,2,0,2,7,11,3
1,9,6.185205819,30,9,2,1,1,1,1,1,1,8,4,3
9,9,4.627791591,25,9,2,1,1,1,1,1,1,8,4,3
4,1,3.939281481,10,11,2,1,2,0,2,2,3,6,16,3
4,1,3.939281481,10,11,1,1,2,0,2,2,3,6,16,4
1,2,0.439734334,10,7,2,1,1,0,1,1,0,5,7,1
2,4,0.382471152,10,7,2,1,1,0,1,1,0,5,7,1
1,9,1.363865189,10,10,1,1,2,0,2,2,2,2,6,3
9,9,1.541157822,10,10,1,1,2,0,2,2,2,2,6,3
9,2,1.590018307,10,10,1,1,2,0,2,2,2,2,6,3
2,1,1.772565801,15,10,1,1,2,0,2,2,2,2,6,3
1,2,2.578343356,15,10,1,1,2,0,2,2,2,2,6,3
2,1,2.578343356,20,10,1,1,2,0,2,2,2,2,6,3
4,1,3.360579559,30,7,1,2,3,1,1,2,1,2,9,4
2,9,5.102894293,20,8,1,1,3,1,1,2,1,2,9,3
9,2,5.102894293,25,8,1,1,3,1,1,2,1,2,9,3
2,1,7.774464214,25,8,1,1,3,1,1,2,1,2,9,3
1,8,2.155764208,20,2,1,2,3,1,1,2,1,2,9,4
8,1,2.155764208,20,2,1,2,3,1,1,2,1,2,9,4
1,9,2.647526356,15,12,2,1,2,0,2,0,2,8,10,3
9,1,2.647526356,15,12,2,1,2,0,2,0,2,8,10,3
1,9,1.233223415,10,12,1,1,2,0,2,0,2,8,10,3
9,1,1.233223415,10,12,1,1,2,0,2,0,2,8,10,3
1,9,1.233223415,10,12,1,1,2,0,2,0,2,8,10,3
9,1,1.233223415,10,12,1,1,2,0,2,0,2,8,10,3
4,4,0.557455065,10,7,1,1,2,1,2,2,2,6,7,1
1,2,11.11114571,25,7,2,1,2,1,2,2,2,6,7,3
2,1,11.11114571,50,7,2,1,2,1,2,2,2,6,7,3
4,1,4.665117013,25,8,2,1,5,3,2,1,2,7,15,3
1,4,0.86784263,10,8,1,1,5,3,2,1,2,7,15,3
4,1,0.86784263,15,8,1,1,5,3,2,1,2,7,15,3
1,8,1.147341475,25,3,1,2,5,3,2,1,2,7,15,1
1,2,2.258139782,10,11,2,1,1,0,1,1,1,5,3,3
2,9,8.617658914,20,11,2,1,1,0,1,1,1,5,3,3
9,1,9.57045167,20,11,2,1,1,0,1,1,1,5,3,3
1,9,4.016,10,9,1,1,1,0,1,1,1,7,4,3
9,1,4.016,10,9,1,1,1,0,1,1,1,7,4,3
1,9,7.609,20,12,1,1,1,0,1,0,1,2,2,3
9,1,7.609,25,12,1,1,1,0,1,0,1,2,2,3
1,2,5.408666853,45,8,1,1,2,1,1,1,1,6,7,2
2,1,5.408666853,65,8,1,1,2,1,1,1,1,6,7,2
8,9,0.874256235,10,2,2,2,2,1,1,1,1,6,7,4
1,2,10.14127823,35,9,1,1,4,2,2,2,2,8,25,3
2,1,10.14127823,35,9,1,1,4,2,2,2,2,8,25,3
2,1,10.14127823,50,9,2,1,4,2,2,2,2,8,25,3
1,9,4.866300169,10,9,2,1,4,2,2,2,2,8,25,3
1,2,0.989506019,25,7,2,1,3,1,2,2,1,7,15,1
2,1,0.989506019,30,7,2,1,3,1,2,2,1,7,15,1
1,2,10.05749033,30,9,2,1,2,0,1,2,1,7,5,3
2,9,9.842850953,40,9,2,1,2,0,1,2,1,7,5,3
1,2,10.05749033,75,9,1,2,2,0,1,2,1,7,5,2
2,1,10.05749033,30,9,1,2,2,0,1,2,1,7,5,2
4,9,2.082849841,50,7,2,1,1,0,1,1,1,4,7,1
1,8,3.088697732,15,2,1,2,4,2,2,2,2,7,14,4
8,1,3.088697732,15,2,1,2,4,2,2,2,2,7,14,4
1,8,3.088697732,15,2,2,2,4,2,2,2,2,7,14,4
8,1,3.088697732,15,2,2,2,4,2,2,2,2,7,14,4
1,2,2.511331731,30,7,1,1,2,0,1,2,0,6,4,1
2,1,2.511331731,30,7,1,1,2,0,1,2,0,6,4,1
1,2,1.050891406,10,8,1,1,2,0,2,2,2,8,10,3
2,9,5.512644874,30,8,1,1,2,0,2,2,2,8,10,3
9,4,6.26845119,30,8,1,1,2,0,2,2,2,8,10,3
9,1,11.06548133,20,8,1,1,2,0,2,2,2,8,10,3
9,4,2.898,10,11,2,1,2,0,2,0,2,7,6,3
9,1,5.59,25,11,2,1,2,0,2,0,2,7,6,3
1,9,7.745,30,10,1,1,2,0,2,0,2,7,6,3
9,1,7.745,30,10,1,1,2,0,2,0,2,7,6,3
1,9,2.289875443,10,8,1,1,4,3,1,2,1,7,8,3
9,4,5.815165718,15,8,1,1,4,3,1,2,1,7,8,3
4,1,4.972437419,15,8,1,1,4,3,1,2,1,7,8,3
9,1,11.80161214,40,2,2,2,4,3,1,2,1,7,8,4
2,4,0.855926385,15,9,1,1,2,0,2,2,2,8,4,3
9,1,4.958994094,25,9,1,1,2,0,2,2,2,8,4,3
1,4,3.51757255,15,9,1,1,2,0,2,2,3,7,8,3
4,2,10.18361949,25,9,1,1,2,0,2,2,3,7,8,3
2,4,9.821716751,20,9,1,1,2,0,2,2,3,7,8,3
4,4,1.003960097,10,9,1,1,2,0,2,2,3,7,8,3
4,4,1.13696849,10,9,1,1,2,0,2,2,3,7,8,3
4,1,3.325455463,50,9,1,1,2,0,2,2,3,7,8,3
1,2,10.53542323,45,10,2,1,4,0,3,2,3,7,10,3
2,2,9.107321897,40,10,2,1,4,0,3,2,3,7,10,3
1,2,6.328561759,20,10,1,1,4,0,3,2,3,7,10,3
4,1,4.201626944,35,10,1,1,4,0,3,2,3,7,10,3
1,2,5.267389093,30,6,2,1,4,0,3,2,3,7,10,3
2,9,2.633936636,30,6,2,1,4,0,3,2,3,7,10,3
9,1,6.961543578,30,6,2,1,4,0,3,2,3,7,10,3
1,2,2.136828692,20,7,1,1,2,0,1,2,0,8,4,2
2,1,2.136828692,25,7,1,1,2,0,1,2,0,8,4,2
1,9,5.055975581,20,9,2,1,2,0,2,2,2,6,9,3
9,1,5.055975581,15,9,2,1,2,0,2,2,2,6,9,3
1,9,8.023138855,20,10,1,1,2,0,2,2,2,6,9,3
9,9,2.039984996,15,10,1,1,2,0,2,2,2,6,9,3
9,9,1.136922403,20,10,1,1,2,0,2,2,2,6,9,3
1,2,6.850393229,15,7,2,1,2,0,2,2,3,7,10,3
2,1,6.850393229,20,7,2,1,2,0,2,2,3,7,10,3
1,4,1.475379612,10,7,2,1,2,0,2,2,3,7,10,3
4,1,1.475379612,10,7,2,1,2,0,2,2,3,7,10,3
2,4,8.452040864,20,9,1,1,3,1,3,2,3,8,7,3
2,1,5.619634915,15,9,2,1,4,2,3,1,2,8,25,3
1,9,4.652029839,25,9,1,1,4,2,3,1,2,8,25,3
4,1,5.151361216,20,9,1,1,4,2,3,1,2,8,25,3
1,9,4.652029839,25,6,2,1,4,2,3,1,2,8,25,4
4,9,2.246583882,15,6,2,1,4,2,3,1,2,8,25,4
9,4,2.661105949,15,6,2,1,4,2,3,1,2,8,25,4
4,9,2.661105949,10,6,2,1,4,2,3,1,2,8,25,4
1,9,4.652029839,25,4,2,2,4,2,3,1,2,8,25,4
4,1,5.151361216,20,4,2,2,4,2,3,1,2,8,25,4
4,9,2.582932916,10,4,2,2,4,2,3,1,2,8,25,4
1,9,2.195,10,11,1,1,2,1,2,0,4,2,4,3
1,4,9.612379098,25,11,1,1,1,0,1,0,1,7,5,3
4,9,2.193336756,20,11,1,1,1,0,1,0,1,7,5,3
9,4,6.36384757,15,11,1,1,1,0,1,0,1,7,5,3
9,1,1.144691227,15,11,1,1,1,0,1,0,1,7,5,3
4,4,1.285952986,10,10,1,1,2,0,2,1,4,6,13,3
4,1,1.781711578,10,10,1,1,2,0,2,1,4,6,13,3
1,9,2.644862134,15,10,1,1,2,0,2,1,4,6,13,3
9,4,6.925771958,25,10,1,1,2,0,2,1,4,6,13,3
4,1,9.535029672,30,10,1,1,2,0,2,1,4,6,13,3
1,2,3.58111892,15,10,2,1,2,0,2,1,4,6,13,3
2,9,1.017512283,10,10,2,1,2,0,2,1,4,6,13,3
9,9,6.035902141,25,10,2,1,2,0,2,1,4,6,13,3
9,9,4.788916513,15,10,2,1,2,0,2,1,4,6,13,3
9,1,1.630101701,15,10,2,1,2,0,2,1,4,6,13,3
2,4,2.537803461,25,7,1,1,3,2,1,1,1,2,19,3
4,9,4.64030256,10,7,1,1,3,2,1,1,1,2,19,3
9,4,4.740563903,10,7,1,1,3,2,1,1,1,2,19,3
4,1,2.786357457,10,7,1,1,3,2,1,1,1,2,19,3
9,8,1.245040545,15,2,2,2,3,2,1,1,1,2,19,4
8,4,4.556868943,15,2,2,2,3,2,1,1,1,2,19,4
4,9,4.64030256,10,2,2,2,3,2,1,1,1,2,19,4
9,4,4.740563903,10,2,2,2,3,2,1,1,1,2,19,4
4,1,2.786357457,10,2,2,2,3,2,1,1,1,2,19,4
9,8,1.245040545,15,2,2,2,3,2,1,1,1,2,19,4
8,4,4.556868943,15,2,2,2,3,2,1,1,1,2,19,4
4,9,4.64030256,10,2,2,2,3,2,1,1,1,2,19,4
9,4,4.740563903,10,2,2,2,3,2,1,1,1,2,19,4
4,1,2.786357457,10,2,2,2,3,2,1,1,1,2,19,4
1,4,3.457482531,25,12,2,1,1,0,1,0,2,7,9,3
8,9,5.748348967,35,12,2,1,1,0,1,0,2,7,9,3
4,8,6.406310358,25,12,2,1,1,0,1,0,2,7,9,3
8,4,1.273981472,10,12,2,1,1,0,1,0,2,7,9,3
4,9,6.821180995,25,12,2,1,1,0,1,0,2,7,9,3
9,1,4.356154469,15,12,2,1,1,0,1,0,2,7,9,3
1,9,5.727697669,15,11,1,1,3,0,3,0,3,6,6,3
9,1,5.727697669,15,11,1,1,3,0,3,0,3,6,6,3
1,9,3.222270273,10,11,1,1,3,0,3,0,3,6,6,3
9,1,3.222270273,15,11,1,1,3,0,3,0,3,6,6,3
1,2,0.38658479,10,7,2,1,2,0,1,2,0,6,3,1
2,1,0.38658479,10,7,2,1,2,0,1,2,0,6,3,1
9,1,0.38658479,10,7,1,2,2,0,1,2,0,6,3,1
1,2,5.894754104,45,8,2,1,5,3,2,2,1,8,18,1
2,1,5.894754104,50,8,2,1,5,3,2,2,1,8,18,1
4,1,0.80373046,10,8,2,1,5,3,2,2,1,8,18,3
1,8,2.856166178,10,2,1,2,5,3,2,2,1,8,18,4
1,8,2.856166178,10,2,1,2,5,3,2,2,1,8,18,4
1,8,2.856166178,10,2,2,2,5,3,2,2,1,8,18,4
1,9,0.304675365,10,8,2,1,4,2,2,2,2,6,20,1
9,1,0.304675365,10,8,2,1,4,2,2,2,2,6,20,1
1,2,2.899911656,15,8,1,1,4,2,2,2,2,6,20,1
2,9,0.848174953,20,8,1,1,4,2,2,2,2,6,20,1
9,2,0.848174953,20,8,1,1,4,2,2,2,2,6,20,1
2,1,2.899911656,30,8,1,1,4,2,2,2,2,6,20,1
1,9,0.304675365,10,1,1,2,4,2,2,2,2,6,20,1
9,1,0.304675365,10,1,1,2,4,2,2,2,2,6,20,1
1,9,2.074233639,10,1,1,2,4,2,2,2,2,6,20,4
9,1,2.074233639,15,1,1,2,4,2,2,2,2,6,20,4
1,4,5.233724083,10,10,1,1,2,0,2,1,5,6,6,3
9,9,8.05141971,30,10,1,1,2,0,2,1,5,6,6,3
1,2,2.869171566,25,8,2,1,1,0,1,1,1,6,2,2
2,1,2.869171566,45,8,2,1,1,0,1,1,1,6,2,3
1,9,2.835067377,10,11,1,1,1,0,1,0,1,1,4,3
9,1,2.835067377,10,11,1,1,1,0,1,0,1,1,4,3
1,2,10.052,20,10,2,1,3,0,3,1,4,8,9,3
2,1,10.052,20,10,2,1,3,0,3,1,4,8,9,3
1,9,3.378,10,10,1,1,3,0,3,1,4,8,9,3
9,1,3.378,10,10,1,1,3,0,3,1,4,8,9,3
1,4,10.747,25,10,1,1,3,0,3,1,4,8,9,3
4,1,10.747,25,10,1,1,3,0,3,1,4,8,9,3
1,2,9.556967018,60,7,2,1,1,0,1,1,0,5,2,2
2,1,9.556967018,60,7,2,1,1,0,1,1,0,5,2,2
1,2,5.322614585,50,9,1,1,2,1,2,2,1,6,6,2
2,1,5.322614585,70,9,1,1,2,1,2,2,1,6,6,2
1,2,2.084919292,15,9,2,1,2,1,2,2,1,6,6,3
2,1,2.084919292,20,9,2,1,2,1,2,2,1,6,6,3
4,1,0.924477478,20,11,1,1,2,0,2,0,2,5,9,4
4,1,0.924477478,20,11,2,1,2,0,2,0,2,5,9,3
1,2,6.325111385,25,9,2,1,3,0,3,3,2,8,6,3
2,1,6.325111385,30,9,2,1,3,0,3,3,2,8,6,3
1,2,9.813788949,45,9,2,1,3,0,3,3,2,8,6,3
2,1,9.813788949,30,9,2,1,3,0,3,3,2,8,6,3
1,8,8.182136735,30,6,2,1,2,1,2,1,2,5,4,3
8,1,8.182136735,35,6,2,1,2,1,2,1,2,5,4,3
1,4,1.436623605,10,6,2,1,2,1,2,1,2,5,4,3
4,1,1.436623605,10,6,2,1,2,1,2,1,2,5,4,3
2,4,1.797727162,15,8,2,1,6,2,4,3,3,8,22,3
4,2,1.797727162,15,8,2,1,6,2,4,3,3,8,22,3
1,9,2.40580265,15,8,1,1,6,2,4,3,3,8,22,3
9,4,2.634391692,15,8,1,1,6,2,4,3,3,8,22,3
4,4,3.962609615,15,8,1,1,6,2,4,3,3,8,22,3
4,1,3.736874752,15,8,1,1,6,2,4,3,3,8,22,3
1,9,2.40580265,15,1,2,2,6,2,4,3,3,8,22,4
9,4,2.634391692,15,1,2,2,6,2,4,3,3,8,22,4
4,4,3.962609615,15,1,2,2,6,2,4,3,3,8,22,4
4,1,3.736874752,15,1,2,2,6,2,4,3,3,8,22,4
1,9,2.40580265,15,11,1,1,6,2,4,3,3,8,22,4
9,4,2.634391692,15,11,1,1,6,2,4,3,3,8,22,4
4,4,3.962609615,15,11,1,1,6,2,4,3,3,8,22,4
4,1,3.736874752,15,11,1,1,6,2,4,3,3,8,22,4
1,9,2.40580265,15,1,1,2,6,2,4,3,3,8,22,4
9,4,2.634391692,15,1,1,2,6,2,4,3,3,8,22,4
4,4,3.962609615,15,1,1,2,6,2,4,3,3,8,22,4
4,1,3.736874752,15,1,1,2,6,2,4,3,3,8,22,4
4,9,3.664,10,10,1,1,4,1,4,3,4,7,12,3
9,1,3.53,10,10,1,1,4,1,4,3,4,7,12,3
1,2,8.149411256,45,7,2,1,2,0,2,2,1,7,6,2
2,1,8.149411256,55,7,2,1,2,0,2,2,1,7,6,2
1,2,8.149411256,45,7,1,1,2,0,2,2,1,7,6,2
2,1,8.149411256,60,7,1,1,2,0,2,2,1,7,6,2
2,4,0.804161212,10,9,1,1,4,2,2,2,1,8,18,2
4,2,0.804161212,10,9,1,1,4,2,2,2,1,8,18,2
1,9,2.013666437,15,9,1,1,4,2,2,2,1,8,18,3
9,1,2.013666437,10,9,1,1,4,2,2,2,1,8,18,3
1,9,2.013666437,15,2,1,2,4,2,2,2,1,8,18,4
9,1,2.013666437,10,2,1,2,4,2,2,2,1,8,18,4
4,1,2.368684292,15,8,1,1,7,3,2,1,3,7,4,3
2,1,2.508112011,15,6,1,2,7,3,2,1,3,7,4,4
1,2,4.18427866,15,8,1,1,4,2,2,2,2,8,21,3
2,1,3.396524887,25,8,2,1,4,2,2,2,2,8,21,2
1,4,6.435461244,30,8,2,1,7,5,4,4,3,8,26,3
4,1,6.435461244,30,8,2,1,7,5,4,4,3,8,26,3
1,8,1.646016447,10,6,2,1,7,5,4,4,3,8,26,3
8,1,1.646016447,10,6,2,1,7,5,4,4,3,8,26,4
1,2,1.360227551,10,6,2,1,7,5,4,4,3,8,26,3
2,1,1.360227551,10,6,2,1,7,5,4,4,3,8,26,3
1,8,1.892153759,10,5,2,2,7,5,4,4,3,8,26,4
8,1,1.892153759,10,5,2,2,7,5,4,4,3,8,26,4
1,8,1.646016447,10,6,1,1,7,5,4,4,3,8,26,4
8,1,1.646016447,10,6,1,1,7,5,4,4,3,8,26,3
1,9,4.950571428,25,12,1,1,2,0,1,1,1,3,7,3
9,4,1.47206536,10,12,1,1,2,0,1,1,1,3,7,3
4,4,4.280511333,15,12,1,1,2,0,1,1,1,3,7,3
4,1,1.243562036,10,8,1,1,1,0,1,1,1,6,5,3
1,2,6.967003296,30,10,2,1,2,0,2,2,2,8,14,3
2,1,6.967003296,20,10,2,1,2,0,2,2,2,8,14,3
1,2,6.967003296,25,10,2,1,2,0,2,2,2,8,14,3
2,9,8.477148442,25,10,2,1,2,0,2,2,2,8,14,3
9,1,3.249134238,15,10,2,1,2,0,2,2,2,8,14,3
1,4,9.166868778,20,10,2,1,2,0,2,2,2,8,14,3
4,1,9.166868778,15,10,2,1,2,0,2,2,2,8,14,3
1,9,3.249134238,20,10,1,1,2,0,2,2,2,8,14,3
2,1,3.588416091,15,10,1,1,2,0,2,2,2,8,14,3
1,4,9.166868778,20,10,1,1,2,0,2,2,2,8,14,4
4,1,9.166868778,15,10,1,1,2,0,2,2,2,8,14,4
1,9,8.030117542,20,10,2,1,2,0,2,1,3,7,7,3
9,1,8.030117542,25,10,2,1,2,0,2,1,3,7,7,3
